room_num,image_options,target_image,stage_num,trial_num,round_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,28,8,128,8
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,29,9,129,9
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,30,10,130,10
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_7,1,14,2,FALSE,NA,match,1,21,1,131,1
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_7,1,14,2,FALSE,NA,match,1,22,2,132,2
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_7,1,14,2,FALSE,NA,match,1,23,3,133,3
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_7,1,14,2,FALSE,NA,match,1,24,4,134,4
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_7,1,14,2,FALSE,NA,match,1,25,5,135,5
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_7,1,14,2,FALSE,NA,match,1,26,6,136,6
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_7,1,14,2,FALSE,NA,match,1,27,7,137,7
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_7,1,14,2,FALSE,NA,match,1,28,8,138,8
