room_num,option_set,target,stage_num,trial_num,rep_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,1;2;3;4;5;6,5,1,14,3,FALSE,NA,order,1,35,15,325,15
1,1;2;3;4;5;6,1,1,15,3,FALSE,NA,order,1,35,15,326,15
1,1;2;3;4;5;6,4,1,16,3,FALSE,NA,order,1,35,15,327,15
1,1;2;3;4;5;6,3,1,17,3,FALSE,NA,order,1,35,15,328,15
1,1;2;3;4;5;6,6,1,18,3,FALSE,NA,order,1,35,15,329,15
1,1;2;3;4;5;6,4,1,13,3,FALSE,NA,order,1,36,16,330,16
1,1;2;3;4;5;6,2,1,14,3,FALSE,NA,order,1,36,16,331,16
1,1;2;3;4;5;6,6,1,15,3,FALSE,NA,order,1,36,16,332,16
1,1;2;3;4;5;6,3,1,16,3,FALSE,NA,order,1,36,16,333,16
1,1;2;3;4;5;6,1,1,17,3,FALSE,NA,order,1,36,16,334,16
1,1;2;3;4;5;6,5,1,18,3,FALSE,NA,order,1,36,16,335,16
1,1;2;3;4;5;6,1,1,13,3,FALSE,NA,order,1,37,17,336,17
1,1;2;3;4;5;6,3,1,14,3,FALSE,NA,order,1,37,17,337,17
1,1;2;3;4;5;6,4,1,15,3,FALSE,NA,order,1,37,17,338,17
1,1;2;3;4;5;6,5,1,16,3,FALSE,NA,order,1,37,17,339,17
1,1;2;3;4;5;6,2,1,17,3,FALSE,NA,order,1,37,17,340,17
1,1;2;3;4;5;6,6,1,18,3,FALSE,NA,order,1,37,17,341,17
1,1;2;3;4;5;6,5,1,13,3,FALSE,NA,order,1,38,18,342,18
1,1;2;3;4;5;6,6,1,14,3,FALSE,NA,order,1,38,18,343,18
1,1;2;3;4;5;6,2,1,15,3,FALSE,NA,order,1,38,18,344,18
1,1;2;3;4;5;6,4,1,16,3,FALSE,NA,order,1,38,18,345,18
1,1;2;3;4;5;6,1,1,17,3,FALSE,NA,order,1,38,18,346,18
1,1;2;3;4;5;6,3,1,18,3,FALSE,NA,order,1,38,18,347,18
1,1;2;3;4;5;6,5,1,12,3,FALSE,NA,order,1,39,19,348,19
1,1;2;3;4;5;6,1,1,13,3,FALSE,NA,order,1,39,19,349,19
1,1;2;3;4;5;6,2,1,14,3,FALSE,NA,order,1,39,19,350,19
1,1;2;3;4;5;6,6,1,15,3,FALSE,NA,order,1,39,19,351,19
1,1;2;3;4;5;6,3,1,16,3,FALSE,NA,order,1,39,19,352,19
1,1;2;3;4;5;6,4,1,17,3,FALSE,NA,order,1,39,19,353,19
1,1;2;3;4;5;6,6,1,13,3,FALSE,NA,order,1,40,20,354,20
1,1;2;3;4;5;6,3,1,14,3,FALSE,NA,order,1,40,20,355,20
1,1;2;3;4;5;6,5,1,15,3,FALSE,NA,order,1,40,20,356,20
1,1;2;3;4;5;6,4,1,16,3,FALSE,NA,order,1,40,20,357,20
1,1;2;3;4;5;6,1,1,17,3,FALSE,NA,order,1,40,20,358,20
1,1;2;3;4;5;6,2,1,18,3,FALSE,NA,order,1,40,20,359,20
