room_num,option_set,target,stage_num,trial_num,rep_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,hold;walk,hold,1,2,1,NA,NA,match,1,31,30,166,16
1,walk;hold,walk,1,3,1,NA,NA,match,1,30,31,167,16
1,jump;hold,jump,1,4,1,NA,NA,match,1,31,30,168,16
1,jump;walk,jump,1,5,2,NA,NA,match,1,30,31,169,16
1,swim;hold,swim,1,6,2,NA,NA,match,1,31,30,170,16
1,hold;jump,hold,1,7,2,NA,NA,match,1,30,31,171,16
1,walk;hold,walk,1,8,2,NA,NA,match,1,31,30,172,16
1,jump;hold,jump,1,9,3,NA,NA,match,1,30,31,173,16
1,swim;jump,swim,1,10,3,NA,NA,match,1,31,30,174,16
1,walk;swim,walk,1,11,3,NA,NA,match,1,30,31,175,16
1,hold;walk,hold,1,12,3,NA,NA,match,1,31,30,176,16
1,hold;walk,hold,1,1,1,NA,NA,match,1,32,33,177,17
1,jump;swim,jump,1,2,1,NA,NA,match,1,33,32,178,17
1,walk;hold,walk,1,3,1,NA,NA,match,1,32,33,179,17
1,swim;jump,swim,1,4,1,NA,NA,match,1,33,32,180,17
1,swim;walk,swim,1,1,1,NA,NA,match,1,34,35,181,18
1,jump;walk,jump,1,2,1,NA,NA,match,1,35,34,182,18
1,hold;jump,hold,1,3,1,NA,NA,match,1,34,35,183,18
1,walk;swim,walk,1,4,1,NA,NA,match,1,35,34,184,18
1,walk;hold,walk,1,5,2,NA,NA,match,1,34,35,185,18
1,swim;hold,swim,1,6,2,NA,NA,match,1,35,34,186,18
1,jump;swim,jump,1,7,2,NA,NA,match,1,34,35,187,18
1,hold;swim,hold,1,8,2,NA,NA,match,1,35,34,188,18
1,hold;swim,hold,1,9,3,NA,NA,match,1,34,35,189,18
1,swim;walk,swim,1,10,3,NA,NA,match,1,35,34,190,18
1,walk;swim,walk,1,11,3,NA,NA,match,1,34,35,191,18
1,jump;swim,jump,1,12,3,NA,NA,match,1,35,34,192,18
1,swim;jump,swim,1,1,1,NA,NA,match,1,37,36,193,19
1,hold;swim,hold,1,2,1,NA,NA,match,1,36,37,194,19
1,jump;hold,jump,1,3,1,NA,NA,match,1,37,36,195,19
1,walk;hold,walk,1,4,1,NA,NA,match,1,36,37,196,19
1,walk;hold,walk,1,5,2,NA,NA,match,1,37,36,197,19
1,hold;walk,hold,1,6,2,NA,NA,match,1,36,37,198,19
1,jump;hold,jump,1,7,2,NA,NA,match,1,37,36,199,19
1,swim;hold,swim,1,8,2,NA,NA,match,1,36,37,200,19
1,hold;jump,hold,1,9,3,NA,NA,match,1,37,36,201,19
1,swim;jump,swim,1,10,3,NA,NA,match,1,36,37,202,19
1,walk;hold,walk,1,11,3,NA,NA,match,1,37,36,203,19
1,hold;swim,hold,1,1,1,NA,NA,match,1,38,39,204,20
1,walk;hold,walk,1,2,1,NA,NA,match,1,39,38,205,20
1,jump;hold,jump,1,3,1,NA,NA,match,1,38,39,206,20
1,swim;jump,swim,1,4,1,NA,NA,match,1,39,38,207,20
1,walk;swim,walk,1,5,2,NA,NA,match,1,38,39,208,20
